field, Pi-full, Si-full,Pi-Si, Pi-Pi, Si-Si, Si,-Pi, XMCD, LC,RC 
41 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
42 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
43 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
44 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
45 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
46 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
47 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
48 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
49 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
50 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
51 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
52 , 0.31515522 , 0.31631427, 0.00028514826 , 0.31487007 , 0.31602913,, 0.00028514826 , -0.031605166 , 0.29993217 , 0.33153733 
